mode,lrmsd_obs
436,-5.596423050133723
437,-5.6184115051856685
438,-5.577998450012489
439,-5.704640573892347
440,-4.898771597208095
441,-5.0858318680520025
442,-5.211433077616447
443,-5.268986482394804
444,-4.859382118143111
445,-5.424564122345383
446,-5.522041495724171
447,-5.315646530233585
448,-5.393545258837835
449,-5.133031554929502
450,-5.009814747440002
451,-5.926844060478438
452,-5.758558053082937
453,-6.9947948309261125
454,-6.163160534728253
455,-6.225936614182649
456,-6.553886051019791
457,-6.902319211047984
458,-6.473574737238013
459,-6.977184656150271
460,-6.318185328909033
461,-6.669025081704422
462,-6.953490540582172
463,-7.102281729500539
464,-7.260184226719582
465,-6.271496392984588
466,-5.770167130731232
467,-6.7271341887410285
468,-6.481683209753013
469,-6.968693587515816
470,-6.646749987180631
471,-6.405017452924974
472,-8.099482270988767
473,-7.21765016666668
474,-6.825569567287461
475,-7.291650617757996
476,-6.088419873082305
477,-6.78982399416602
478,-6.419122747118176
479,-7.237564709776246
480,-6.795185851817801
481,-7.065990871400651
482,-7.172767752800411
483,-6.8632730930332215
484,-7.218444864136601
485,-7.321715378918915
486,-6.936888843149176
487,-7.092506375421536
488,-6.599268557150189
489,-7.280539216251379
490,-6.915509498619865
491,-6.702608847090333
492,-7.779763077625625
493,-7.133084931029995
494,-7.021549260563024
495,-6.94547037116344
496,-7.788275850982034
497,-7.24835249685393
498,-7.418690045575847
499,-7.068154360658498
500,-7.346210974682657
501,-7.6399564130178605
502,-6.58785293052929
503,-6.890939093544726
504,-6.64803969172402
505,-6.560710346239213
506,-7.174700571653128
507,-7.20544986173393
508,-7.325708620636109
509,-7.205651997990093
510,-7.621485570354176
511,-7.697969493574901
512,-7.587055544422155
513,-6.800743184788963
514,-6.619541378070145
515,-7.3059237822181204
516,-7.123814497165832
517,-7.335670873355865
518,-6.873092602631549
519,-7.332956969156191
520,-7.2312883294222265
521,-7.839798184271031
522,-7.6483169960121
523,-7.232702952197946
524,-7.795960855513574
525,-7.382185594488979
526,-7.732062956075727
527,-6.861376985209457
528,-7.621385006767028
529,-7.287245263629189
530,-7.958898986813178
531,-7.133120385686009
532,-7.431321215819818
533,-7.314926030747723
534,-6.7979832902858925
535,-7.027999693299635
536,-6.563149420234488
537,-6.9543111267301
538,-7.0722861554941145
539,-7.397270821682788
540,-7.383848427346873
541,-7.177192125729659
542,-7.383304085453967
543,-7.496149187874076
544,-7.321622846717858
545,-7.174598396180432
546,-7.485253498954151
547,-7.087511085532548
548,-7.7078750814939605
549,-7.278157986276412
550,-6.953734274959612
551,-6.717498183921289
552,-7.335252488619405
553,-7.333976491542771
554,-6.627359686756723
555,-7.5135370424749235
556,-6.884766027724991
557,-7.338570430469977
558,-7.938041380766378
559,-6.9353910174808115
560,-7.090740815838214
561,-7.56420949768742
562,-7.811718777090664
563,-7.40830976828842
564,-7.35499652383105
565,-6.728292442840121
566,-7.3818181288590266
567,-7.444768390874344
568,-6.60823898296465
569,-7.529996365680695
570,-7.886697841025985
571,-7.237052371308154
572,-7.525323222534339
573,-7.599737468588464
574,-8.061078630280182
575,-7.59248515088556
576,-7.013366677595734
577,-7.650307548095607
578,-7.735152791801025
579,-7.522321031868513
580,-7.480719927241031
581,-7.443452534789818
582,-7.483523102363602
583,-7.185637886256191
584,-7.017989535028758
585,-7.272493955452036
586,-7.848557752040795
587,-7.621780060449626
588,-7.5668701378471575
589,-7.813192957283027
590,-7.4339166533686996
591,-6.879275941400393
592,-6.835546704661905
593,-7.142702881597413
594,-7.129156852531651
595,-7.470069868895719
596,-7.014990803280711
597,-7.076824835436284
598,-6.383413508141619
599,-6.465341994740347
600,-7.748769214596366
601,-8.070537722246282
602,-7.655957967187005
603,-7.138150010554291
604,-7.157883577539312
605,-7.3492134122579715
606,-7.33807083475906
607,-6.579709335569645
608,-7.505550668076302
609,-7.615556187234775
610,-7.40388329044748
611,-7.72555798163561
612,-7.238925479557855
613,-7.17755038258884
614,-7.284005358633699
615,-6.645762110547618
616,-7.524859815855357
617,-7.123277284451987
618,-6.846694603279105
619,-7.703386235096905
620,-7.573856842738356
621,-7.538789898036813
622,-7.560290255073965
623,-7.189556125392961
624,-6.443637737506724
625,-8.380394343805715
626,-7.000203151762829
627,-7.534134615275189
628,-7.9051405658844836
629,-7.214032434813264
630,-8.239461786334262
631,-7.881274171178491
632,-7.906765212486634
633,-7.893241433527715
634,-7.266340275291397
635,-8.02229311904503
636,-7.287779094757534
637,-7.280820321812414
638,-8.000111663249896
639,-8.167958307507954
640,-7.461745313949789
641,-7.203416941555039
642,-7.821323910031741
643,-7.990730741560659
644,-8.24186691961488
645,-8.369699399251807
646,-8.353085283925742
647,-7.728278961209603
648,-7.313752859316455
649,-7.701640889755481
650,-7.65195992897198
651,-7.756040658677058
652,-7.466947595934136
653,-8.32257461853805
654,-7.243546679235816
655,-8.181883198561401
656,-7.38671275175172
657,-8.487225778015969
658,-7.584891522106
659,-7.906634795013178
660,-7.877211099373411
661,-7.46749754640633
662,-7.945000491833018
663,-8.174577516308432
664,-7.372178545312949
665,-8.41974808063098
666,-7.897659853132855
667,-7.071265084866977
668,-7.72980408492381
669,-7.485565590956732
670,-7.680865770022069
671,-8.106935931994332
672,-8.043204072377582
673,-8.150702150910897
674,-7.1826476191135615
675,-8.011396722391673
676,-6.994510321465111
677,-7.654863702070165
678,-8.059155099308104
